original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0868,Thanks but that's totally useless. Doesn't answer my question about DRIVERS cancelling on the rider and quotes a different currency.,We're here to help! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0869,I already did and that's the weak response I got. I'd rather not respond to generic responses.,We're here to help! Please confirm your email address or phone number through direct message so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0870,why am I receiving these msgs when I barely use ur app?,We'd be happy to help you out! Please connect with us here; so we can help you out.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0871,"Nothing is really helping, try to fix it fast",We've been in touch via DM!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0872,"We have misplaced our mobile no 9460521431 , through which cab was booked in the cab. Kindly provide urgent support .","Here to help, Shri. Send us a note at",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0873,I already send 3 claims and they told me sorry too! We made a sue in a Miami Spring Police and Miami Dade,"Hi there, Mariana. Please send us a DM with your Uber account email, and we will look into this for you.",Safety Concern,ESCALATE,"safety, investigate, direct message, contact details, support team","Critical safety alert involving passenger safety, harassment, or physical accident requiring immediate human investigation."
UBER_0874,It was on ’s Uber account. Can’t believe a car full of people got kicked out all because her tags were bad.,"Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0875,I left my phone in an uber and I have been ringing the driver and he won't answer the phone. I have been tracking my phone and,We're very sorry to hear this. Please send us the details to this page here;,Lost Item,AUTO_HANDLE,"help section, lost item, driver contact, app, retrieve",Standard self-service lost item retrieval workflow via Uber app Help section.
UBER_0876,. one of your drivers hit me while I was in a crosswalk in Chicago. How do I report it?,We hope everyone is ok. Please DM us your email address so we can follow up immediately.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0877,the fact you guys don't have a customer support line is annoying. Someone is currently trying to phish my account and I have no way of informing you besides Twitter. That is dumb.,"Sorry for the inconvenience! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0878,", still I have not received any solution for my query..... You guys cheat your customers by telling them that you will contact them with in 24-48 hrs, your driver has refused to come to my pick up location on 21st November mid night (12am)",It appears a member of our team has reached out to you. Please check your email and follow up with them there.,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0879,I've already contacted support and gone back and forth with messages. They refuse to give me a refund for a truly unacceptable journey.,We're here to help! Send us a DM with your email address so we can follow up.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0880,This is still unresolved even after sending the ID proofs and phone number information. I am unable to use my account for months !,We're currently reviewing your email and will connect shortly. Thanks!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0881,I received a promo but can’t activate it because you guys switched my email and there’s no one to call,We're here to help! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0882,its disgusting 40 hrs passed still ur unable to soilve my problem i will apeal all people dont user uber again because they cheat first u taken money from me now again ur sysyem saying this card owes money,"We're sorry to hear you're still experiencing this issue, Jammy. We followed up via DM.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
